章节号,章节名,事件ID,事件名称,事件类型,事件年代,距司马谈,距司马迁,史源类型,可信度,推理依据
096,张丞相列传,096-014,张苍为丞相,继位,-176,66,76,家族传承,C,距司马谈66年，可能有2-3代传承
096,张丞相列传,096-015,张苍绪正律历,文化活动,-200,90,100,家族传承,C,距司马谈90年，可能有2-3代传承
096,张丞相列传,096-016,张苍免相病卒,政治活动,-162,52,62,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-017,申屠嘉为丞相,继位,-162,52,62,家族传承,C,距司马谈52年，可能有2-3代传承
096,张丞相列传,096-018,申屠嘉斥邓通,政治活动,-160,50,60,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-019,申屠嘉欲诛晁错,政治活动,-155,45,55,官方叙事,B,政治事件，依据官方叙事
096,张丞相列传,096-020,韦贤魏相邴吉为相,政治活动,-71,39,29,亲历口述,A,距司马谈39年，太史公可能亲见或亲闻
096,张丞相列传,096-021,黄霸以礼义治颍川,政治改革,-60,50,40,亲历口述,C,距司马谈50年，可能有口述
096,张丞相列传,096-022,匡衡读书为相,政治活动,-36,74,64,亲历口述,A,距司马谈74年，太史公可能亲见或亲闻
097,郦生陆贾列传,097-001,郦生初见沛公,政治活动,-207,97,107,官方叙事,B,政治事件，依据官方叙事
097,郦生陆贾列传,097-002,郦生下陈留,战争,-207,97,107,军中传闻,C,军中流传
097,郦生陆贾列传,097-003,郦生说齐七十余城,政治活动,-204,94,104,官方叙事,B,政治事件，依据官方叙事
097,郦生陆贾列传,097-004,韩信袭齐烹郦生,战争,-203,93,103,军中传闻,C,军中流传
097,郦生陆贾列传,097-005,郦食其子封高梁侯,家族事件,-195,85,95,家族传承,B,秦汉人物家族，可能有家族传承
097,郦生陆贾列传,097-006,陆贾使南越,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
097,郦生陆贾列传,097-007,尉他称臣奉汉,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
097,郦生陆贾列传,097-008,陆贾著新语,文化活动,-196,86,96,家族传承,C,距司马谈86年，可能有2-3代传承
097,郦生陆贾列传,097-009,陆贾家居分金,家族事件,-191,81,91,家族传承,B,秦汉人物家族，可能有家族传承
097,郦生陆贾列传,097-010,陆贾策动陈平绛侯,政治活动,-181,71,81,官方叙事,B,政治事件，依据官方叙事
097,郦生陆贾列传,097-011,诛吕立文帝,政治整顿,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
097,郦生陆贾列传,097-012,陆贾再使南越,政治活动,-179,69,79,官方叙事,B,政治事件，依据官方叙事
097,郦生陆贾列传,097-013,平原君为辟阳侯谋,政治活动,-191,81,91,官方叙事,B,政治事件，依据官方叙事
097,郦生陆贾列传,097-014,平原君救辟阳侯出狱,政治活动,-191,81,91,官方叙事,B,政治事件，依据官方叙事
097,郦生陆贾列传,097-015,平原君自杀,家族事件,-177,67,77,家族传承,B,秦汉人物家族，可能有家族传承
098,傅靳蒯成列传,098-001,傅宽从沛公起横阳,战争,-208,98,108,军中传闻,C,军中流传
098,傅靳蒯成列传,098-002,傅宽从定三秦击项籍,战争,-206,96,106,军中传闻,C,军中流传
098,傅靳蒯成列传,098-003,傅宽定齐封阳陵侯,战争,-203,93,103,军中传闻,C,军中流传
098,傅靳蒯成列传,098-004,傅宽击陈豨代相国,战争,-197,87,97,军中传闻,C,军中流传
098,傅靳蒯成列传,098-005,靳歙从沛公起宛朐,战争,-208,98,108,军中传闻,C,军中流传
098,傅靳蒯成列传,098-006,靳歙从定三秦击楚,战争,-205,95,105,军中传闻,C,军中流传
098,傅靳蒯成列传,098-007,靳歙别击赵定邯郸,战争,-204,94,104,军中传闻,C,军中流传
098,傅靳蒯成列传,098-008,靳歙定江陵取楚王,战争,-202,92,102,军中传闻,C,军中流传
098,傅靳蒯成列传,098-009,靳歙击代击布封侯,战争,-200,90,100,军中传闻,C,军中流传
098,傅靳蒯成列传,098-010,周緤从高祖起沛,战争,-209,99,109,军中传闻,C,军中流传
098,傅靳蒯成列传,098-011,周緤封蒯成侯,政治活动,-195,85,95,官方叙事,B,政治事件，依据官方叙事
098,傅靳蒯成列传,098-012,周緤泣谏高祖,政治活动,-197,87,97,官方叙事,B,政治事件，依据官方叙事
099,刘敬叔孙通列传,099-001,刘敬劝都关中,政治活动,-202,92,102,官方叙事,B,政治事件，依据官方叙事
099,刘敬叔孙通列传,099-002,赐姓刘氏封奉春君,政治活动,-202,92,102,官方叙事,B,政治事件，依据官方叙事
099,刘敬叔孙通列传,099-003,刘敬谏击匈奴,政治活动,-200,90,100,官方叙事,B,政治事件，依据官方叙事
099,刘敬叔孙通列传,099-004,白登之围赦刘敬,战争,-200,90,100,军中传闻,C,军中流传
099,刘敬叔孙通列传,099-005,刘敬献和亲之策,政治活动,-199,89,99,官方叙事,B,政治事件，依据官方叙事
099,刘敬叔孙通列传,099-006,刘敬徙豪杰实关中,政治改革,-198,88,98,家族传承,C,距司马谈88年，可能有2-3代传承
099,刘敬叔孙通列传,099-007,叔孙通秦廷谀言,政治活动,-209,99,109,官方叙事,B,政治事件，依据官方叙事
099,刘敬叔孙通列传,099-008,叔孙通降汉变服,政治活动,-205,95,105,官方叙事,B,政治事件，依据官方叙事
099,刘敬叔孙通列传,099-009,叔孙通制朝仪,文化活动,-201,91,101,家族传承,C,距司马谈91年，可能有2-3代传承
099,刘敬叔孙通列传,099-010,长乐宫行朝仪,文化活动,-200,90,100,家族传承,C,距司马谈90年，可能有2-3代传承
099,刘敬叔孙通列传,099-011,叔孙通谏废太子,政治活动,-198,88,98,官方叙事,B,政治事件，依据官方叙事
099,刘敬叔孙通列传,099-012,叔孙通定宗庙仪法,文化活动,-194,84,94,家族传承,C,距司马谈84年，可能有2-3代传承
099,刘敬叔孙通列传,099-013,叔孙通谏建原庙,文化活动,-194,84,94,家族传承,C,距司马谈84年，可能有2-3代传承
099,刘敬叔孙通列传,099-014,叔孙通献樱桃宗庙,文化活动,-193,83,93,家族传承,C,距司马谈83年，可能有2-3代传承
100,季布栾布列传,100-001,季布匿濮阳免死,政治活动,-202,92,102,官方叙事,B,政治事件，依据官方叙事
100,季布栾布列传,100-002,季布拜郎中,政治活动,-202,92,102,官方叙事,B,政治事件，依据官方叙事
100,季布栾布列传,100-003,季布谏击匈奴,政治活动,-192,82,92,官方叙事,B,政治事件，依据官方叙事
100,季布栾布列传,100-004,季布为河东守,政治活动,-178,68,78,官方叙事,B,政治事件，依据官方叙事
100,季布栾布列传,100-005,曹丘生扬季布名,家族事件,-178,68,78,家族传承,B,秦汉人物家族，可能有家族传承
100,季布栾布列传,100-006,季心任侠关中,家族事件,-170,60,70,家族传承,B,秦汉人物家族，可能有家族传承
100,季布栾布列传,100-007,丁公不忠被诛,政治整顿,-202,92,102,家族传承,C,距司马谈92年，可能有2-3代传承
100,季布栾布列传,100-008,栾布早年穷困,家族事件,-210,100,110,家族传承,B,秦汉人物家族，可能有家族传承
100,季布栾布列传,100-009,栾布哭彭越,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
100,季布栾布列传,100-010,栾布封俞侯,政治活动,-154,44,54,官方叙事,B,政治事件，依据官方叙事
100,季布栾布列传,100-011,栾布立社燕齐,家族事件,-145,35,45,家族传承,B,秦汉人物家族，可能有家族传承
101,袁盎晁错列传,101-001,袁盎入仕为中郎,政治活动,-179,69,79,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-002,袁盎论绛侯非社稷臣,政治活动,-178,68,78,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-003,袁盎救绛侯出狱,政治活动,-176,66,76,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-004,袁盎谏削淮南王,政治活动,-174,64,74,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-005,淮南王病死雍道,政治活动,-174,64,74,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-006,袁盎斥宦者赵同,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-007,袁盎止文帝驰峻阪,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-008,袁盎却慎夫人座,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-009,袁盎外任吴相,政治活动,-165,55,65,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-010,袁盎说丞相申屠嘉,政治活动,-160,50,60,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-011,晁错学尚书于伏生,文化活动,-171,61,71,家族传承,C,距司马谈61年，可能有2-3代传承
101,袁盎晁错列传,101-012,晁错得幸太子为智囊,政治活动,-168,58,68,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-013,晁错为内史穿庙垣门,政治活动,-155,45,55,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-014,晁错削藩引诸侯怨,政治改革,-155,45,55,亲历口述,C,距司马谈45年，可能有口述
101,袁盎晁错列传,101-015,晁错父饮药而死,家族事件,-154,44,54,家族传承,B,秦汉人物家族，可能有家族传承
101,袁盎晁错列传,101-016,吴楚七国反,战争,-154,44,54,亲历口述,B,距司马谈44年，可能有亲历者口述
101,袁盎晁错列传,101-017,晁错被斩东市,政治活动,-154,44,54,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-018,袁盎使吴脱险归梁,政治活动,-154,44,54,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-019,袁盎为楚相退居,政治活动,-153,43,53,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-020,梁王遣刺客杀袁盎,政治活动,-148,38,48,官方叙事,B,政治事件，依据官方叙事
101,袁盎晁错列传,101-021,邓公为晁错辩护,政治活动,-154,44,54,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-001,张释之入仕为骑郎,政治活动,-179,69,79,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-002,张释之谏啬夫超迁,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-003,张释之论秦汉兴亡,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-004,张释之劾太子梁王不敬,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-005,张释之谏霸陵厚葬,政治活动,-177,67,77,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-006,张释之审惊马案,政治活动,-176,66,76,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-007,张释之审盗环案,政治活动,-175,65,75,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-008,王生结穇重张廷尉,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-009,张释之景帝时谢罪,政治活动,-156,46,56,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-010,冯唐论将才,政治活动,-166,56,66,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-011,冯唐论用将之道,政治活动,-166,56,66,官方叙事,B,政治事件，依据官方叙事
102,张释之冯唐列传,102-012,冯唐持节赦魏尚,政治活动,-166,56,66,官方叙事,B,政治事件，依据官方叙事
103,万石张叔列传,103-001,石奋入仕高祖,政治活动,-205,95,105,官方叙事,B,政治事件，依据官方叙事
103,万石张叔列传,103-002,石奋为太子太傅,政治活动,-168,58,68,官方叙事,B,政治事件，依据官方叙事
103,万石张叔列传,103-003,万石君号由来,政治活动,-150,40,50,官方叙事,B,政治事件，依据官方叙事
103,万石张叔列传,103-004,万石君家风教子,家族事件,-142,32,42,家族传承,B,秦汉人物家族，可能有家族传承
103,万石张叔列传,103-005,石建石庆任郎中令内史,政治活动,-139,29,39,亲历口述,A,距司马谈29年，太史公可能亲见或亲闻
103,万石张叔列传,103-006,石庆入门不下车受责,家族事件,-135,25,35,家族传承,B,秦汉人物家族，可能有家族传承
103,万石张叔列传,103-007,万石君卒,家族事件,-124,14,24,家族传承,B,秦汉人物家族，可能有家族传承
103,万石张叔列传,103-008,石庆数马与齐国大治,政治活动,-120,10,20,亲历口述,A,距司马谈10年，太史公可能亲见或亲闻
103,万石张叔列传,103-009,石庆拜丞相封牧丘侯,继位,-112,2,12,亲历口述,C,距司马谈2年，可能有口述
103,万石张叔列传,103-010,石庆请免复视事,政治活动,-107,3,7,亲历口述,A,距司马谈3年，太史公可能亲见或亲闻
103,万石张叔列传,103-011,石庆卒谥恬侯,家族事件,-103,7,3,家族传承,B,秦汉人物家族，可能有家族传承
103,万石张叔列传,103-012,卫绾以谨厚入仕,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
103,万石张叔列传,103-013,卫绾击吴楚封建陵侯,战争,-151,41,51,亲历口述,B,距司马谈41年，可能有亲历者口述
103,万石张叔列传,103-014,卫绾为丞相,政治活动,-143,33,43,官方叙事,B,政治事件，依据官方叙事
103,万石张叔列传,103-015,直不疑偿金称长者,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
103,万石张叔列传,103-016,直不疑击吴楚封塞侯,战争,-143,33,43,亲历口述,B,距司马谈33年，可能有亲历者口述
103,万石张叔列传,103-017,周仁阴重得幸景帝,政治活动,-150,40,50,官方叙事,B,政治事件，依据官方叙事
103,万石张叔列传,103-018,张欧以诚长者处官,政治活动,-131,21,31,亲历口述,A,距司马谈21年，太史公可能亲见或亲闻
104,田叔列传,104-001,田叔入仕赵王,政治活动,-202,92,102,官方叙事,B,政治事件，依据官方叙事
104,田叔列传,104-002,贯高谋反田叔随赵王,政治活动,-198,88,98,官方叙事,B,政治事件，依据官方叙事
104,田叔列传,104-003,田叔等获拜郡守诸侯相,政治活动,-196,86,96,官方叙事,B,政治事件，依据官方叙事
104,田叔列传,104-004,田叔荐孟舒为长者,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
104,田叔列传,104-005,孟舒复为云中守,政治活动,-170,60,70,官方叙事,B,政治事件，依据官方叙事
104,田叔列传,104-006,田叔案梁王杀袁盎事,政治活动,-148,38,48,官方叙事,B,政治事件，依据官方叙事
104,田叔列传,104-007,田叔为鲁相,政治活动,-148,38,48,官方叙事,B,政治事件，依据官方叙事
104,田叔列传,104-008,田叔谏鲁王游猎,政治活动,-145,35,45,官方叙事,B,政治事件，依据官方叙事
104,田叔列传,104-009,田叔卒于官,家族事件,-140,30,40,家族传承,B,秦汉人物家族，可能有家族传承
104,田叔列传,104-010,田仁任安为卫将军舍人,政治活动,-124,14,24,亲历口述,A,距司马谈14年，太史公可能亲见或亲闻
104,田叔列传,104-011,赵禹举田仁任安,政治活动,-115,5,15,亲历口述,A,距司马谈5年，太史公可能亲见或亲闻
